Date;Object A;Type A;Object B;Type B;Direction;Color;Intensity;LatitudeA;LongitudeA;LatitudeB;LongitudeB
01.01.2018;B;Type1;C;Type2;in;#00008B;86;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;86;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;86;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;86;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;86;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;86;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;86;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;86;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;86;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;87;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;87;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;87;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;87;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;87;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;87;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;87;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;87;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;87;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;88;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;88;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;88;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;88;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;88;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;88;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;88;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;88;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;88;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;89;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;89;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;89;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;89;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;89;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;89;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;89;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;89;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;89;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;90;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;90;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;90;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;90;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;90;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;90;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;90;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;90;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;90;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;91;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;91;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;91;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;91;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;91;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;91;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;91;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;91;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;91;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;92;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;92;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;92;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;92;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;92;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;92;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;92;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;92;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;92;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;93;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;93;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;93;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;93;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;93;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;93;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;93;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;93;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;93;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;94;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;94;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;94;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;94;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;94;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;94;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;94;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;94;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;94;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;95;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;95;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;95;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;95;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;95;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;95;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;95;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;95;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;95;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;96;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;96;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;96;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;96;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;96;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;96;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;96;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;96;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;96;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;97;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;97;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;97;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;97;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;97;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;97;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;97;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;97;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;97;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;98;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;98;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;98;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;98;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;98;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;98;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;98;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;98;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;98;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;99;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;99;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;99;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;99;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;99;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;99;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;99;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;99;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;99;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;100;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;100;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;100;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;100;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;100;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;100;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;100;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;100;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;100;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;101;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;101;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;101;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;101;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;101;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;101;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;101;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;101;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;101;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;102;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;102;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;102;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;102;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;102;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;102;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;102;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;102;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;102;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;103;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;103;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;103;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;103;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;103;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;103;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;103;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;103;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;103;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;104;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;104;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;104;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;104;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;104;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;104;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;104;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;104;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;104;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;105;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;105;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;105;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;105;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;105;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;105;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;105;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;105;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;105;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;106;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;106;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;106;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;106;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;106;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;106;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;106;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;106;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;106;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;107;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;107;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;107;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;107;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;107;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;107;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;107;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;107;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;107;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;108;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;108;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;108;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;108;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;108;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;108;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;108;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;108;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;108;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;109;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;109;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;109;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;109;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;109;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;109;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;109;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;109;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;109;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;110;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;110;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;110;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;110;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;110;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;110;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;110;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;110;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;110;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;111;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;111;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;111;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;111;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;111;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;111;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;111;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;111;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;111;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;112;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;112;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;112;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;112;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;112;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;112;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;112;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;112;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;112;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;113;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;113;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;113;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;113;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;113;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;113;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;113;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;113;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;113;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;114;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;114;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;114;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;114;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;114;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;114;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;114;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;114;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;114;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;115;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;115;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;115;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;115;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;115;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;115;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;115;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;115;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;115;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;116;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;116;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;116;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;116;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;116;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;116;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;116;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;116;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;116;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;117;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;117;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;117;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;117;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;117;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;117;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;117;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;117;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;117;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;118;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;118;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;118;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;118;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;118;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;118;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;118;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;118;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;118;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;119;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;119;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;119;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;119;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;119;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;119;60.018848;30.416448;60.023898;30.406769
